Level	Date and Time	Source	Event ID	Task Category
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x1 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x1 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x8 	Protocol: 	LRPC 	Endpoint 	TermSrvApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x8 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	TermSrvApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x0 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x0 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x3 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x3 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0xE 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0xE 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{4d10b48b-c531-4731-9bde-b03c28e9c61c} 	OpNum: 	0xB 	Protocol: 	LRPC 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{4d10b48b-c531-4731-9bde-b03c28e9c61c} 	OpNum: 	0xB 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0x13 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0x13 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{959c5a99-177c-478e-8c3b-77e07e9bf3aa} 	OpNum: 	0x3 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{959c5a99-177c-478e-8c3b-77e07e9bf3aa} 	OpNum: 	0x3 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x9 	Protocol: 	LRPC 	Endpoint 	TermSrvApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x9 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	TermSrvApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{484809d6-4239-471b-b5bc-61df8c23ac48} 	OpNum: 	0xC 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{484809d6-4239-471b-b5bc-61df8c23ac48} 	OpNum: 	0xC 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x1 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x1 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x8 	Protocol: 	LRPC 	Endpoint 	TermSrvApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x8 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	TermSrvApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x0 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x0 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x3 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x3 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0xE 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0xE 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{4d10b48b-c531-4731-9bde-b03c28e9c61c} 	OpNum: 	0xB 	Protocol: 	LRPC 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{4d10b48b-c531-4731-9bde-b03c28e9c61c} 	OpNum: 	0xB 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE6DAE6D441C6DB15C9F7165B5F42F 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0x13 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0x13 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{959c5a99-177c-478e-8c3b-77e07e9bf3aa} 	OpNum: 	0x3 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{959c5a99-177c-478e-8c3b-77e07e9bf3aa} 	OpNum: 	0x3 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x9 	Protocol: 	LRPC 	Endpoint 	TermSrvApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x9 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	TermSrvApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{484809d6-4239-471b-b5bc-61df8c23ac48} 	OpNum: 	0xC 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{484809d6-4239-471b-b5bc-61df8c23ac48} 	OpNum: 	0xC 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x1 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x1 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x8 	Protocol: 	LRPC 	Endpoint 	TermSrvApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{bde95fdf-eee0-45de-9e12-e5a61cd0d4fe} 	OpNum: 	0x8 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	TermSrvApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLEAEE8450A2B41C456F41CB7FB6B11 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLEAEE8450A2B41C456F41CB7FB6B11 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x0 	Protocol: 	LRPC 	Endpoint 	LSMApi 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{88143fd0-c28d-4b2b-8fef-8d882f6a9390} 	OpNum: 	0x0 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	LSMApi 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Impersonate"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{8fb35720-6c33-4a7f-81ea-f0c6b9874d07} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLEAEE8450A2B41C456F41CB7FB6B11 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{8fb35720-6c33-4a7f-81ea-f0c6b9874d07} 	OpNum: 	0x5 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLEAEE8450A2B41C456F41CB7FB6B11 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x3 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x3 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	6	(2)	"Server RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0xE 	Protocol: 	LRPC 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel"
Information	8/17/2021 7:26:57 AM	Microsoft-Windows-RPC	5	(1)	"Client RPC call started. 	InterfaceUuid: 	{a1b7de7a-4e77-43db-ae78-96fc182fed4a} 	OpNum: 	0xE 	Protocol: 	LRPC 	NetworkAddress 	NULL 	Endpoint 	OLE9FF44EB366DDC413A5E3AE131888 	Binding Options 	NULL 	Authentication Level 	Packet Privacy 	Authentication Service 	Kernel Impersonation Level 	Identify"
